code_type,code_samples,target
fixed_code,"data = [
    {'name': 'Alice', 'age': 30},
    {'name': 'Bob', 'age': None},
    {'name': 'Charlie'}
]

for entry in data:
    if 'age' in entry and isinstance(entry['age'], int):
        print(entry['age'] + 1)
",0
fixed_code,"with open('data.txt', 'r') as f:
    content = f.read()
    print(content)",0
fixed_code,"a = [1,2,3]; b = a[::3] + [4]; print(b)",0
faulty_code,"['for i in range(5): print(i)', 'from math import sqrt\nprint(sqrt(4))', ""try: list.index('a') except ValueError: pass""]",1
faulty_code,"for i in range(5):
    print(i)",1
fixed_code,"for i in range(10):
    print(i+1)
print('Loop ended')
",0
fixed_code,"def greet(name, age):
    print(f""Hello, {name}"")",0
faulty_code,"my_list = [1,2,3]
new_list = list(my_list)
print(len(new_list))",1
faulty_code,"for i in range(10):
    print(i+1)

# This loop prints from 1 to 11 instead of 1 to 10",1
faulty_code,"def factorial(n):
    return factorial(n-1) + n

factorial(5)",1
faulty_code,"strng = 'Hello'
print(strng + '\n')",1
fixed_code,"numbers = [1,2,3]
new_numbers = [x for x in numbers if x % 2 == 0] * 3
print(new_numbers)",0
faulty_code,"class MyClass:
    def __init__(self, a, b):
        self.c = a + b + c",1
faulty_code,"for i in range(10):
    print(i+1)

# This loop runs from 0 to 9, but we intended it to run up to and including 9.",1
faulty_code,"for i in range(10):
    print(i+1)

print('Missing element')",1
faulty_code,"for i in range(len(list)):
    list[i] = list[i+1]
    list[0] = list.pop(i)

list.insert(987654, 'element')",1
faulty_code,"for i in range(len(numbers)):
    print(numbers[i-1])",1
faulty_code,"for i in range(10):
    print(i+1)

# This loop misses printing 11",1
fixed_code,"print('Hello, world!'",0
fixed_code,"['for i in range(6):', '    print(i)', '    if i >3:', '        break']",0
fixed_code,"for i in range(5,9):
    print(i)",0
faulty_code,"lst = [1,2,3]; print(lst[10])",1
fixed_code,"my_list = [1,2,3]
my_tuple = (4,5,6,)
p = my_tuple[0][1]",0
fixed_code,"nums = [1,2,3,4]
even_nums = [x for x in nums if x % 2 == 0]",0
fixed_code,"for i in range(5):
   print(i)",0
faulty_code,for i in range(5 print(i,1
fixed_code,"while True:
    print('Hello, World!')
    break
",0
faulty_code,"for x in range(10):\n    print(x*2)
# This code is syntactically correct but will produce a runtime error due to an off-by-one error.",1
faulty_code,"for i in range(5):
    print(i+1)
print('Loop ended')",1
fixed_code,"if my_list is not None:
    reversed_list = my_list[::-1]",0
faulty_code,print('Hello') + input().strip(),1
faulty_code,"names = ['Alice', 'Bob']
ages = [25, 30]
for i in range(len(names)):
    print(f'{names[i]} is {ages[i-1]} years old')",1
fixed_code,"for i in range(len(numbers)-1):
    if numbers[i] > 5:
        print('Found a number:', numbers[i])

# Fixed code: Adjusted the loop to prevent index out of bounds",0
faulty_code,"['for i in range(5):', '    print(i)', ""print('Missing item')""]",1
fixed_code,"print('Hello, world!', end='
')",0
fixed_code,"for i in range(5):
    print(i+2)
",0
faulty_code,"for i in range(6):
    print(i)",1
fixed_code,"for i in range(len(items)):
    print(items[i])",0
fixed_code,"try:
    print(1/0)
except ZeroDivisionError as e:
    print(f'Division by {e.value} is not allowed')
except:
    print('An unexpected error occurred')",0
fixed_code,print([x for x in range(5) if x <=4]),0
faulty_code,"s = 'Hello'
print(s[5:])",1
faulty_code,"my_list = [1,2,3]
print(my_list[0:2])",1
faulty_code,<faulty code>,1
faulty_code,"try:
    open('nonexistentfile.txt', 'r')
except FileNotFoundError:
    print('File not found')",1
faulty_code,"sum = 0
for i in range(5):
    sum += i",1
fixed_code,"for idx in range(5):
    print(idx)",0
faulty_code,"['for i in range(5): print(i)', ""import os\nos.remove('nonexistentfile.txt')"", 'def factorial(n):\n    if n == 0:\n        return 1\n    else:\n        return n * factorial(n-1)']",1
fixed_code,"try:
    x = int(input('Enter a number: '))
except ValueError as e:
    print(f'Invalid input: {e}')
except Exception as e:
    print(f'An unexpected error occurred: {e}')
",0
fixed_code,"[""print('Hello', end=' )"", 'a = [ ]\na.append(1)', ""data['key'] = data.get('key', 0)""]",0
fixed_code,"if x and (y or z):
    print('Yes')
else:
    print('No')",0
fixed_code,"s = input().strip()
if not s:
    print('Enter a name')
else:
    print(s)",0
fixed_code,"for i in range(5):
    print(i)
print(i)",0
fixed_code,"for i in range(6):
    print(i+1)",0
faulty_code,"nums = [1,2,3]
nums.pop(0)",1
fixed_code,"with open('file.txt', newline=True) as f:
    try:
        print(f.read())
    except IOError:
        raise ValueError
",0
fixed_code,"for i in range(50):
    print(i)
",0
faulty_code,"numbers = [1,2,3]
sum = sum(numbers)
print(sum)",1
faulty_code,"for i in range(len(numbers)):
    if numbers[i] > 5:
        print('Found a number:', numbers[i])

# Faulty code: Off-by-one error in the loop condition",1
fixed_code,"for i in range(10, -1, -1): print(i)",0
fixed_code,"for i in range(len(list)):
    if list[i] == 'a':
        del list[i+1] if i < len(list)-1 else break
",0
fixed_code,"with open('data.txt', 'rb') as f:
    try:
        data = f.read().decode('utf-8').splitlines()
    finally:
        f.close()
    print(data.count('line'))",0
faulty_code,"for i in range(len(lst)):
    print(lst[i-1])",1
faulty_code,"x = [1,2,3]
y = x.append(4)",1
faulty_code,for i in range(10): print(i),1
faulty_code,"try:
    with open('missingfile.txt', 'r') as f:
        print('File not found')
except FileNotFoundError:
    print('File not found or permission denied')",1
fixed_code,"[""print('Hello, world!')"", 'for i in range(5, 10): print(i)', ""import re; re.findall(r'pattern.*', string, flags=re.IGNORECASE)""]",0
faulty_code,"with open('test.txt', 'rb') as f: f.write(b'Hello, world!')",1
fixed_code,"for i in range(len(arr)):
    if arr[i] == target and i < len(arr)-1:
        return arr[i+1]
return None",0
faulty_code,"lst = []
max_lst = max(lst)",1
faulty_code,"for i in range(len(arr)-1):
    arr[i], arr[i+1] = arr[i+1], arr[i]

# This code sorts the array but has an off-by-one error. The loop should run from len(arr) instead of len(arr)-1.",1
faulty_code,"for i in range(5):
    if i < 4:
        print(i)",1
faulty_code,"for i in range(0,5,2):
    print(i)",1
faulty_code,"for i in range(10):<br>
    print(i)",1
faulty_code,code snippet with bug,1
faulty_code,"if x > 5:
    print('x is greater than 5')

# Missing colon after if statement",1
faulty_code,"my_list = [1, 2, 3]
my_list.extend([4,5])",1
faulty_code,"for i in range(10
1):
    print(i)",1
faulty_code,"my_list = [1,2,3]
my_list[3].append(4)",1
fixed_code,"for i in range(10):
    print(i)

print('Loop completed after 10 iterations')
",0
faulty_code,"try:
    with open('data.txt', 'r') as f:
        print(f.read())
except FileNotFoundError:
    print(""File not found"")
except IOError as e:
    print(f""Error reading file: {e}"")",1
faulty_code,"a = 5
b = 6",1
fixed_code,input(),0
faulty_code,"def calculate_total(prices):
    sum = 0
    for p in prices:
        sum += p
print(sum)",1
faulty_code,"['short faulty code', 'medium faulty code', 'long faulty code']",1
fixed_code,"nums = [1,3,5,7]; sum(x for x in nums if x%2==0)",0
fixed_code,"for i in range(10):
    print(i)
print('Loop completed')
",0
faulty_code,"while True:
    print(""Waiting...,"")",1
fixed_code,"with open('test.txt', 'rb') as f:
    f seeking 0
    data = f.read()
    print(data.decode())",0
fixed_code,"for i, val in enumerate(arr):
    print(val)",0
fixed_code,"students = {'Alice': 'A', 'Bob': 'B'}
for name, grade in students.items():
    print(grade, end='')",0
faulty_code,print('Hello'),1
faulty_code,"try:
    open('nonexistentfile.txt')
except IOError:
    print('File not found')",1
faulty_code,"my_list = [1, 2]
print(my_list[2])",1
fixed_code,"for i in range(6):
    print(i)

try:
    file = open('nonexistent.txt', 'r')
except FileNotFoundError:
    print(""File not found"")",0
faulty_code,"numbers = [1,2,3]
for num in numbers:
    if num % 2 == 0:
        del numbers[num]",1
fixed_code,"my_list = [1, 2, 3];

my_list.append(4)",0
faulty_code,"a = [1,2,3]; print(a[1])",1
fixed_code,"my_list = [1,2,3]
for item in my_list:
    print(item)",0
fixed_code,"try:
    print(1/0)
except ZeroDivisionError as e:
    print('Denominator is zero')
except Exception as e:
    print(f'Unexpected error: {e}')",0
fixed_code,"with open('file.txt', 'rb') as f
    f.write(b'new content')",0
faulty_code,"os.path.join('folder', 'file.txt')",1
fixed_code,"def factorial(n):
    if n == 0 or n == 1:
        return 1
    else:
        return n * factorial(n - 1)",0
faulty_code,for i in range(5): print(i+1),1
faulty_code,"with open('data.txt', 'r') as f:

",1
faulty_code,"def calculate_average(numbers):
    total = sum(numbers)
    count = len(numbers)
    return total / (count + 0)
",1
fixed_code,def factorial(n): return n * factorial(n - 1) if n > 0 else 1; return 1,0
faulty_code,"try:
    open('nonexistentfile.txt', 'r')
except FileNotFoundError
",1
fixed_code,"try:
    if os.path.exists('data.txt'):
        with open('data.txt', 'r') as f:
            print(f.read())
    else:
        print(""File not found"")
except IOError as e:
    print(f""Error reading file: {e}"")",0
fixed_code,my_list = [x.capitalize() for x in ['Hello']],0
faulty_code,"for i in range(9):
    print(i)",1
fixed_code,"for i in range(10)
in    print(i)",0
faulty_code,"for i in range(10):
    print(i+1)

# This is a short example; your code should be more realistic.",1
faulty_code,"for i in range(len(list)+1):
    list.append(i)",1
faulty_code,"for i in range(5):
    print(i)
",1
faulty_code,"for i in range(0, n-2):
    print(i)",1
faulty_code,my_list = []; my_list[0],1
faulty_code,"for i in range(10): print(i+1)
",1
faulty_code,"import os

for file in os.listdir():
    try:
        with open(file, 'r') as f:
            lines = f.readlines()
            for line in lines[:-1]:
                print(line)
    except Exception as e:
        print(f'Error processing {file}: {e}').",1
fixed_code,"for i in range(10):
    if i < 5:
        break
else:
    print('Loop completed')

# This example demonstrates a corrected loop termination condition.",0
fixed_code,"a = [1,2,3]
for i in range(len(a)):
    print(a[i])",0
faulty_code,"with open('test.txt', 'r') as f:
    print(f.read())",1
faulty_code,"for i in range(10):
    print(i+1)

# This loop is off by one; it should go up to 9 inclusive.",1
faulty_code,"my_list = [10,20,30]
print(my_list[-1])",1
faulty_code,"my_list = [1,2,3]
my_list[0] = 'one'",1
faulty_code,"total = sum([1,2,3])",1
faulty_code,"for i in range(5):
    print(i+1)",1
fixed_code,"yield from (1, 2)",0
fixed_code,"s = input()
for i in range(len(s)+1): print(s[:i])",0
faulty_code,s = 'abc'; print(s[10]),1
fixed_code,"for i in range(6):
    print(i)
",0
faulty_code,"class MyClass:
    pass
    
    @staticmethod
    def my_method():
        pass",1
faulty_code,"for i in range(5):
    print(i)

# This code runs one iteration too many because range(5) is 0-4",1
faulty_code,"nums = [1, 2, 3]
filtered = [n for n in nums if n >5]",1
faulty_code,"['l = [1,2,3]\nprint(l[4])', ""d = {'a':1}\ndel d['b']"", ""f = open('nonexistent.txt', 'r')\nprint(f)""]",1
fixed_code,"s = 'Hello
World'
temp = s[:len(s)-1]",0
faulty_code,os.remove('nonexistentfile.txt'),1
fixed_code,"print(\'Hello, world!\')",0
faulty_code,"a = [1,2,3]
a[0] = '1'
print(a)",1
fixed_code,x = int(input()),0
faulty_code,"['my_list = [1, 2, 3]\nprint(my_list[5])', 'numbers = [10, 20, 30]\nsorted_numbers = sorted(numbers)\nprint(sorted_numbers)', ""\nfile = open('data.txt', 'r')\ncontent = file.read()\nprint(content)\nfile.close()\nfile = open('data.txt', 'r')"", ""my_dict = {'a': 1, 'b': 2}\nmy_list = [v for k, v in my_dict.items()]"", ""try:\n    x = int(input())\nexcept ValueError:\n    print('Please enter a valid number')"", ""import os\nos.remove('test_file.txt')"", ""\nstudents = ['Alice', 'Bob']\ngrades = {student: 0 for student in students}\nfor student in students:\n    grades[student] += 5"", 'my_list = [1, 2, 3]\nnew_list = []\nfor num in my_list:\n    new_list.append(num * 2)', ""\nwith open('data.txt', 'r') as f:\n    content = f.read()\nprint(content)"", ""def greet(name):\n    print('Hello, ' + name)"", ""my_list = [1, 2, 3]\ntry:\n    print(my_list[5])\nexcept IndexError:\n    print('Index out of range')"", ""\nstudents = ['Alice', 'Bob']\ngrades = {student: 0 for student in students}\nfor i in range(len(students)):\n    grades[students[i]] += 5""]",1
fixed_code,"for i in range(4):
    print(i+2)",0
faulty_code,"with open('nonexistentfile.txt', 'r') as f:
    print(f.read())",1
faulty_code,"s = 'Hello, world\nThis is a multi-line string\nwith embedded commas'
print(s)",1
faulty_code,def factorial(n): return n * factorial(n-1); factorial(5),1
fixed_code,"for i in range(float('inf')):
    print(i)",0
fixed_code,"import os
try:
    os.remove('temp_file.txt')
except FileNotFoundError:
    print('The file does not exist')
print('Removed file successfully')
",0
faulty_code,"a = [1,2,3]; b = [4,5,6]; a.append(b[0])",1
fixed_code,"my_list = [1,2,3]
index = len(my_list)",0
fixed_code,"n = int(input())
sum_numbers = 0
for i in range(1, n+1):
    sum_numbers += i
average = sum_numbers / n",0
fixed_code,"while True:
    print('Hello')
break",0
faulty_code,"my_list = []

my_list.append(5)
",1
faulty_code,"numbers = [1,2,3];
sum = sum(numbers[1:]) / len(numbers);
print(sum)",1
faulty_code,"n = int(input('Enter a number between 1 and 5: '))
if n == 0:
    print('Invalid input')",1
faulty_code,"import os
os.remove('not ExistingFile.txt')",1
fixed_code,"numbers = [1,2,3]
for num in numbers:
    if num % 2 == 0:
        del numbers[-1]",0
faulty_code,"for i in range(len(list)):
    if list[i] == 'a':
        break",1
fixed_code,"import pandas as pd

try:
  df = pd.read_csv('nonexistent_file.csv', error_bad_lines=False)
except FileNotFoundError:
  print('File not found!')
finally:
  print('Processing completed.')",0
faulty_code,"for i in range(10):
    print(i)",1
fixed_code,"import math

try:
    if num < 0:
        print('Number is negative')
    else:
        print(math.sqrt(num))
except ValueError as e:
    print(f'Invalid value encountered: {e}')",0
faulty_code,"a = [1,2,3]
print(a[-1])",1
faulty_code,"for i in range(5): print(i+1)

# This code prints numbers from 1 to 5, but it should print from 0 to 4
",1
fixed_code,"def greet(name):
    print('Hello, ' + name)",0
fixed_code,"a = [1,2]; print(a[3] if len(a)>3 else '')",0
faulty_code,"print('Hello, world!')
print('Hello, universe!')",1
faulty_code,"for i in range(10,20):
    print(i)",1
fixed_code,"a = [1,2,3]
a.sort()
print(a)",0
fixed_code,"def greet(name):
    return 'Hello, ' + name + '!'
name = 'Alice'
greet_name = greet(name)
print(greet_name)",0
faulty_code,"for i in range(10):
    print(i*2)

# Off-by-one error: should use range(5) instead of range(10)
",1
faulty_code,for i in range(len(numbers)): numbers[i] +=1,1
fixed_code,"[""print('Hello, world!')"", 'n = [1,2,3]\ns = sum(n)', ""a = {0: 'one', 1: 'two'}\nb = list(a.keys())"", ""import math\nif -4 < 0:\n    print('Negative number has no square root.')"", 'y = x.copy()', 'while i < 5:\n    i += 1']",0
fixed_code,s = 'abc'; if len(s) > 10: print(s[10]) else: print('Index out of range'),0
faulty_code,"a = [1,2,3]
b = [4,5,6,7]
c = a + b
print(c)",1
fixed_code,"for idx, num in enumerate(numbers):
    print(f""Index {idx}: {num}"")",0
fixed_code,"for i in range(len(arr)):
    if i < len(arr)-1:
        print(arr[i])
",0
fixed_code,"s = 'Hello'
print(s[6:])",0
fixed_code,"a = round(0.1 + 0.2, 1)
if abs(a - 0.3) < 1e-9:
    print(""Equal"")",0
faulty_code,"try:
    open('nonexistentfile.txt', 'r')
except FileNotFoundError:
    print('File not found!')",1
fixed_code,"lst = [1, 2]; if len(lst) > 2: print(lst[2]) else: print('Index out of range')",0
faulty_code,"while i < 10:
    print(i)",1
fixed_code,"print(str(5) + ""Hello"")",0
faulty_code,"a = [1,2,3]
a[0] # This will raise an IndexError: list index out of range
",1
faulty_code,"for i in range(10):<br>
    print(i)<br>
    print(i+1)",1
fixed_code,"count = 0
while count < 5:
    print('Waiting.')
    count +=1",0
fixed_code,"if x == y:
    print('Equal')

if x != y:
    print('Not Equal')",0
fixed_code,"my_list = [1,2,3]
if len(my_list) > 0:
    print(my_list[-1])",0
fixed_code,"for i in range(1,6,2):
    print(i)",0
faulty_code,"for i in range(10):\n    print(i*2)
",1
fixed_code,"for i in range(len(nums)):
    if i < len(nums) and nums[i] > 0:
        print(nums[i])",0
fixed_code,"try:
    file = open('nonexistentfile.txt', 'r')
except FileNotFoundError as e:
    print(f'Failed to open file: {e}')
finally:
    file.close()",0
fixed_code,"a = [1,2,3]
b = a[:2]
c = b[::-1]
d = c[:1]",0
faulty_code,"for i in range(len(list)):
    list[i] = list[i+1]

print('List shifted by one')",1
faulty_code,"my_list = [1,2]
for i in range(5):
    print(my_list[i])",1
fixed_code,"if not len(lst):
    continue
for i in range(len(lst)):
    print(i)",0
faulty_code,"s = 'Hello'
s.lower()
print(s)",1
faulty_code,"for i in range(10):
    print(i)

print(i+1)",1
faulty_code,"for i in range(len(nums)+1):
    total += nums[i]",1
fixed_code,"for i in range(10):
    print(i)
    i += 1
",0
faulty_code,"with open('file.txt', 'r') as f:
    while f seeking(0) < len(f) -1:
        print(f.readline())",1
faulty_code,"a = [1,2,3]
b = a[1:]
c = b[::-1]",1
fixed_code,"for i in range(10):
    print(i)

print('Missing element')
",0
faulty_code,"my_list = [1,2,3]
try:
    my_list[-1] = 'four'
except IndexError:
    pass",1
fixed_code,"a = [1,2,3]",0
fixed_code,"my_list = [1,2,3]

for i in range(len(my_list)):
    if my_list[i] % 2 == 0:
        print(f'Even number found: {my_list[i]}')",0
fixed_code,"if x == True or y == False:
    print('Yes')",0
fixed_code,"for i in range(10, 20):
    print(i)

print('Loop completed')
",0
fixed_code,print('Hello'+' '+'world'),0
fixed_code,"for i in range(1,20,5):
    print(i)

# This code correctly iterates through 5, 10, 15, and 20 by specifying both start and step values.",0
faulty_code,"['text = ""Hello, world!"";\\nprint(text[0:5]);', 'data = {\\\'name\\\': \\""John\\"", \\\'age\\\': 30};\\nprint(data[\\\'ag\\\']);']",1
faulty_code,"for i in range(10):
    print('The value of i is',i)",1
faulty_code,"for i in range(len(lst)+1):
    print(lst[i])",1
faulty_code,"a = 42
b = a
print(b)",1
faulty_code,"for i in range(n):
    print(i+1)

# This code has an off-by-one error; it prints from 1 to n instead of 0 to n-1.",1
faulty_code,"[""print('Hello, world!')"", 'for i in range(10):\n    print(i)', ""def greet(name): return 'Hello, {}!'.format(name)""]",1
faulty_code,"while True:
    print('Waiting...')
    time.sleep(1)
    if someCondition: # Note the typo here
        break",1
faulty_code,"try:
    file = open('nonexistent.txt', 'r')
except FileNotFoundError:
    print('File not found')
else:
    data = file.read()
    print(data)",1
fixed_code,"my_list = [1,2,3]; my_index = my_list.index(4)",0
fixed_code,"try:
    if os.path.exists('nonexistentfile.txt'):
        open('nonexistentfile.txt')
except IOError:
    print('File not found')
except Exception as e:
    print(f'Unexpected error: {e}')",0
faulty_code,"import os
os.path.join('..', 'data')",1
fixed_code,"```
# Fixed version: Iterating from 0 to len(list) exclusive
employees = ['Alice', 'Bob']
for i in range(len(employees)):
    print(employees[i])
```",0
fixed_code,"for i in range(6):
    if i >= 5:
        print(i)",0
fixed_code,"for i in range(len(arr)):
    if i < len(arr)-1:
        arr[i] = arr[i+1]",0
faulty_code,"my_list = [1, 2]
for i in range(len(my_list)):
    print(i)",1
faulty_code,"print('Hello, World')",1
faulty_code,"for i in range(5)
    print(i",1
fixed_code,'hello' + 'world',0
faulty_code,"my_list = [1,2,3]

reversed_list = my_list[::-1]",1
faulty_code,"def greet():
    if name == ""Alice"":
        print(""Hello Alice!"")",1
faulty_code,"mylist = [1,2,3]
index = mylist[2:0:-1]",1
fixed_code,s = 'abc'; if len(s) > 3: print(s[3]) else: print('Index out of range'),0
faulty_code,"numbers = [1,2,3]
sum = sum(numbers)
print(sum + numbers[0])",1
fixed_code,"a = [1,2,3]
b = a[:2]
print(b[-1:])",0
fixed_code,"my_list = [1,2,3]
for i in range(len(my_list)-1):
    print(my_list[i])",0
fixed_code,"try:
    a = int(input('Enter a number: '))
except ValueError as e:
    print(f'Invalid input: {e}')
except Exception as e:
    print(f'An unexpected error occurred: {e}')
",0
faulty_code,"for i in range(n-1):
    print(i)",1
faulty_code,"def greet(name):
    print('Hello, ' + name + '!')
    return
    print('Welcome!')",1
faulty_code,xrange(5) in a Python script,1
fixed_code,for i in range(len(prices)):\n    if prices[i] > current_price: \n        current_price = prices[i],0
faulty_code,"for i in range(10):
    print(i+1)

# This loop will run indefinitely because it doesn't have a proper termination condition.",1
faulty_code,"for i in range(len(item)):
    print(item[i+1])",1
faulty_code,"for i in range(10)
    print(i+1)
",1
faulty_code,"x = [1,2,3]
x[i+1] for i in range(len(x))",1
faulty_code,"for i in range(10):
    print(i*2)

print('The loop ran',i)",1
faulty_code,"for i in range(len(lst)):
    print(lst[i])",1
fixed_code,"import os
os.remove('test.txt')",0
fixed_code,"with open('data.txt', 'r+') as f:
    f.write('content')
    f.write('more content')
    f.close()",0
fixed_code,"class MyClass:
    def __init__(self, a, b):
        self.c = a + b",0
fixed_code,"for i in range(5):
    print(i)
print(i)

# Medium length: Corrected list comprehension
my_list = [x for x in range(10) if x%2==0]
print(my_list[0])

# Long length: Fixed variable names and logic
def calculate_average(numbers):
    sum_numbers = 0
    count = len(numbers)
    for num in numbers:
        sum_numbers += num
    if count ==0:
        return None
    else:
        average = sum_numbers / count
        print(average)",0
fixed_code,"my_list = [1]
print(my_list[0])",0
fixed_code,"a = [1,2,3]; print(a[4])",0
fixed_code,"import sqlite3

conn = None

try:
    conn = sqlite3.connect('test.db')
    cursor = conn.cursor()
    cursor.execute('SELECT * FROM test_table')
except sqlite3.OperationalError as oe:
    print(f'Database error: {oe}')
finally:
    if conn is not None:
        conn.close()
print('Database connection closed successfully')",0
fixed_code,s = 'test'; print(s[3]),0
fixed_code,"a = [1,2,3]
b = a.copy()
print(b[0])",0
faulty_code,"with open('nonexistent.txt') as f:
    print(f)",1
faulty_code,"for i in range(10):
    print(i+1)

# This loop only prints numbers from 0 to 9. The bug is an off-by-one error.",1
fixed_code,"for i in range(6):
    print(i)
print('Next item')",0
faulty_code,"my_list = [1,2,3]
my_list[3] = 'a'",1
fixed_code,"for i in range(len(list)):
    if i < len(list)-1:
        print(list[i])
    else:
        break",0
faulty_code,"for i in range(len(numbers)):
    if numbers[i] > current_max:
        current_max = numbers[i]
        print(current_max)",1
fixed_code,"import math
print(math.factorial(5))",0
faulty_code,"d = {""a"": 1}
print(d[""b""])",1
faulty_code,"print('Hello, world!')

",1
fixed_code,"try:
    file = open('nonexistent.txt', 'r')
except FileNotFoundError:
    print('File not found. Please create it first.')",0
faulty_code,"n = 5
m = 'hello'
print(n + m)",1
fixed_code,"try:
    print(1/(x-2))
except ZeroDivisionError as e:
    print(f'Divide by zero: {e}')
",0
faulty_code,"a = [1,2,3]
b = a.pop()
a.append(4)
print(a)",1
fixed_code,"s = 'hello'
slice = s[2:4]
print(slice)",0
faulty_code,"a = [1,2]; print(a[3])",1
fixed_code,"for i in range(5)
    print(i**2)
print('Missing the fifth element')",0
faulty_code,"a = [i for i in range(5) if i % 2 == 0]
b = sum(a)
print(b)",1
faulty_code,"for i in range(5):
    print(i+1)

# Extra line added accidentally",1
faulty_code,"try:
    f = open('nonexistent.txt', 'r')
except FileNotFoundError:
    print('File not found')",1
faulty_code,"for i in range(len(arr)):
    if arr[i] == target:
        return arr[i+1]
else:
    return None",1
faulty_code,"my_list = [1, 2, 3]
new_list = my_list.remove(2)",1
fixed_code,"for i in range(n):
    print(i)

def my_func(arr):
    for i in range(len(arr)):
        if arr[i] == 'a':
            try:
                return arr[i+1]
            except IndexError:
                return None

# Long fixed code here",0
faulty_code,"def greet(name):
    print('Hello, ' + name",1
fixed_code,"for i in range(5):
    print(i * 2 + 1)

try:
    x = int(input('Enter a number'))
except ValueError as e:
    print(f""Invalid input: {e}"")",0
fixed_code,"for i in range(len(arr)-1):
    arr[i],arr[i+1]=arr[i+1],arr[i]
# No need to sort as the swap is already in place
print('Array was already sorted correctly')",0
fixed_code,for i in range(10),0
faulty_code,"def greet(nme):
    print(""Hello"", nme)
greet(""Alice"")",1
faulty_code,s = 'hello'; print(s[3]),1
fixed_code,"for i in range(1, n+1):
    print(i)",0
faulty_code,"for i in range(5,10):
    print(i)",1
faulty_code,"n = int(input())
sum_numbers = 0
for i in range(n):
    sum_numbers += i
average = sum_numbers / n",1
faulty_code,"a = [1,2,3]
b = [4,5,6]
print(a[3])",1
fixed_code,"my_list = [1, 2, 3]
index = my_list[2]
print(index)

my_list.append(4)
print(my_list)",0
fixed_code,"x = [None]
str_x = ''
str_x += x[0] if x[0] is not None else ''
print(str_x + 'hello')",0
faulty_code,"for i in range(10):
    print(i+1)

# This code is missing an else clause to handle when i exceeds the list length",1
fixed_code,"n = int(input())
for i in range(n):
    print(i)",0
fixed_code,"try:
    print(1/0)
except ZeroDivisionError as e:
    print(f'Division by {e.value} is not allowed')
except:
    print('An error occurred')",0
fixed_code,"my_list = [1,2,3]
try:
    print(my_list[5])
except IndexError:
    print('Index out of range')
",0
fixed_code,"for i in range(10):
    print(i)
break
",0
fixed_code,"def calculate_average(numbers):
    total = 0
    for num in numbers:
        total += num
    return total / len(numbers)",0
fixed_code,"for i in range(3):
    for j in range(3):
        print(i, end=' ')
    print()

for i in range(3):
    print(i)",0
faulty_code,"lst = [1,2,3]; print(lst[-10])",1
faulty_code,"while i < 10:
    print(i)
",1
fixed_code,"exec(""print('Hello, world!')"")",0
faulty_code,s = 'hello'; print(s[2:3]),1
fixed_code,"a = [1,2,3]
if len(a) > 4:
    a.append(4)",0
fixed_code,for i in range(len(arr)): print(arr[i]),0
fixed_code,"for i in range(len(arr)): print(arr[i])
",0
faulty_code,"['short_snippet_with_bug', 'medium_snippet_with_bug']",1
faulty_code,"for i in range(1, n-1):
    print(i)",1
fixed_code,"for i in range(n):
    print(i)",0
fixed_code,"for i in range(10)
    print(i)

print('Next item', end='')",0
fixed_code,"for i in range(10):
    print(i+1)
print(i+1)",0
fixed_code,"try:
    print(1/0)
except ZeroDivisionError as e:
    print(f'Division by {e.value} is impossible')
",0
faulty_code,"my_list = [1, 2, 3]
print(my_list[-1])",1
faulty_code,for i in range(10): print(i*2),1
faulty_code,"try:
    file = open('nonexistent.txt', 'r')
except IOError:
    print(""File not found"")",1
fixed_code,"for i in range(len(arr)):
    if i < len(arr)-1:
        print(arr[i])
    else:
        break",0
faulty_code,"with open('file.txt', 'rb') as f:
    f.read()
",1
faulty_code,"my_list = [1,2,3]
my_list['a'] = 4",1
faulty_code,[x for x in range(10) if x%2],1
faulty_code,"print('Hello, world''",1
faulty_code,"a = [1,2,3]
b = a
print(b[0])",1
faulty_code,"try:
    with open('nonexistentfile.txt', 'w') as f:
        f.write('Hello')
except IOError:
    print('File not found!')",1
fixed_code,"try:
    print('Hello')
except ValueError as e:
    print(f'ValueError: {e}')
except Exception as e:
    print(f'Unknown error: {e}')",0
fixed_code,"for i in range(6):
    if i == 5:
        break",0
fixed_code,for i in range(n):,0
fixed_code,"for i in range(len(lst)):
    print(i)",0
fixed_code,"a = [1,2,3]
print(a[4] if len(a)>4 else '')",0
fixed_code,"with open(r'data.txt', 'r') as f:

",0
faulty_code,"lst = [1,2,3]
print(lst[4])",1
fixed_code,"for i in range(len(arr)):
    if i < len(arr)-1:
        print(arr[i])

# OR 

for i in range(len(arr)-1):
    print(arr[i])",0
fixed_code,"for i in range(len(arr)-1):
    if arr[i] != arr[i+1]:
        break
",0
faulty_code,"try:
    print(1/0)
except ZeroDivisionError as e:
    print(f'Caught: {e}')
",1
fixed_code,"if not list:
    return
for i in range(len(list)):
    print(list[i])",0
faulty_code,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n - 1)
print(factorial(5))",1
fixed_code,"def greet(name):
    try:
        return f""Hello, {name}!""
    except ValueError as e:
        print(f""Invalid name: {e}"")
    except IndexError as e:
        print('Index error')",0
fixed_code,"try: f = open('file.txt'); print(f); f.close() 
except IOError: print(""Error"")",0
